Discussion Topic,Visits count for the discussion,Username,User's post count,User's message
قابل توجه کاربران گرامی نی نی سایت ,19347,,,بچه ها باورتون نمیشه! برای بچم از «داستان من» با اسم و عکس خودش کتاب سفارش دادم، امروز رسید خیلی جذذذابه، شما هم برید ببینید، خوندن همه کتابها با اسم بچه خودتون مجانیه، کودکتون قهرمان داستان میشه، اینجا میتونید مجانی بخونید و سفارش بدید.
قابل توجه کاربران گرامی نی نی سایت ,19347,آنفیلد_,155,ی سوال دیگهتو تاپیک کاربر دیگه ای عکس خونمو گذاشتمچطور حذفش کنم یا درخواست حذف بدمممنون
قابل توجه کاربران گرامی نی نی سایت ,19347,ازسارابپرس,12179,آن صفحه ای که عکس گذاشتین به نی نی یار بگین. نی نی یار را توی آن تاپیک تگ کنین اگر هم تاپیک قفل بود اگر بلدین لینک پستتون رو بدین اگر بلد نیستین لینک تاپیک را به نی نی یار بدین.الان شیفت نی نی یار 3 هست.
خانم هایی که ریزش مو دارن بیان!(2),1581043,Shidi2,4626,http://upload7.ir/images/66123531418005827288.jpghttp://upload7.ir/images/32386866544412526173.jpghttp://upload7.ir/images/95636719898260742899.jpghttp://upload7.ir/images/92660908400874905917.jpghttp://upload7.ir/images/75266147607117919972.jpghttp://upload7.ir/images/30763872592057088339.jpghttp://upload7.ir/images/58480447721059590913.jpg
خانم هایی که ریزش مو دارن بیان!(2),1581043,,,بچه ها باورتون نمیشه! برای بچم از «داستان من» با اسم و عکس خودش کتاب سفارش دادم، امروز رسید خیلی جذذذابه، شما هم برید ببینید، خوندن همه کتابها با اسم بچه خودتون مجانیه، کودکتون قهرمان داستان میشه، اینجا میتونید مجانی بخونید و سفارش بدید.
خانم هایی که ریزش مو دارن بیان!(2),1581043,سپیده_نی_نی,1683,مرس روشنک جون
خانم هایی که ریزش مو دارن بیان!(2),1581043,سپیده_نی_نی,1683,منم موافقم که تو این تاپیک اسپم نزاریم تا تازه واردها اسیب نبینن.دیبا هر چی نتونستی پیدا کنی بگو برات پست کنیم.جنس مو و نوع ریزشو رنگ مو تو بگو تا با هم جلو بریم.
خانم هایی که ریزش مو دارن بیان!(2),1581043,سپیده_نی_نی,1683,دینا اول بایدازمایش بدی.داخل همراه با ظاهر.ازمایشارو من می زارم صفحه اول اونا رو بده. کیست و تیروئید و ....همراه با اون روغن درمانی.این روش ما بوده
خانم هایی که ریزش مو دارن بیان!(2),1581043,سپیده_نی_نی,1683,بچه های تازه وارد. دوست جونا.اول ازمایشهمراه با ازمایش روغن درمانی.موهاتونو نباید تو حموم و خیس شونه کنین.موهاتونو نبایدایستاده شونه بزنین.حتما ازمایش ویتامین دی رو باید بدین.چای سبزم هفته ای 2 ای 3 بار بخورید. چون جلوی ریزش ارثیرو م گیره.
خانم هایی که ریزش مو دارن بیان!(2),1581043,سما26514,4304,موهام چربه.....گروه خونیم ab+.... طبعم صفراوی و خونقرص ریجن دایت بعد از دو دوره که هر شب میخوردم....الان شب در میونقرص کلیسم دی شب در میونقرص ب کمپلکس صبح در میون...(روزی که ریجن میخورم ب کمپلکس نمیخورم)قرص ویتامین ث و فولایرون روز در میون.(روزی که کلسیم دی نمیخورم  فولایرون میخورم)مارک روغنها:روغن کرچک (شب تا صبح میذارم رو سرم )+مریم گلی=دستساز مورد+رزماری+اسطوخدوس=تقدیس کرچک(روغن ترکیبی)=کیمیاگر توس نارگیل+بادام تلخ =محسن ....(الان دیگه روغن نارگیل cbc و کارتا استفاده میکنم....از مارک محسن راضی نبودم)آزمایش من کمبود ویتامین دی و کیبود آهن یا ب12 رو نشون دادماسک حنا(حنا+قهوه+سدر+وسمه+باونه+زرده تخم مرغ+پودر15 گیاه) =هر 10 روزماسک ترکیب روغنها=2 با ر در هفتهماسک سیروپیاز و فلفل قرمز=1 بار در هفتهماسک آملا=هر 10 روزماسک کرچک شب تا صبح=1بار در هفتهمحلول خرگوشک روز در میون بعد حماممحلول چای سبز و چلتوک(3ق چلتوک+3ق چای سبز+1/5 لیوان آب دم میکنم) روزهایی که خرگوشک نمیزنم استفاده میکنمصابون سفید خونگی اول میزنم تو حمام بعد شامپو دست ساز از دارو گیاهی گرفتم و استفاده میکنم(مشهد .نبش دانش آموز 19)ریزش موهام الان کنترل شده و رویش هم دارمبرنامه هفتگیم رو میذارم شاید به درد دوستان بخوره...من جمعا در هفته 5 بار حموم میرماین برنامه هفته پیش و این هفته است...من هر هفته یه برنامه میذارم که با هفته قبل روزهاش فرق میکنه...یعنی جابجا میکنم ...18 خرداد تا 24 خردادشنبه:ماسک ترکیب روغنها   (حمام)  شب ماساژ کرچک تا صبحیکشنبه:آملا به ساقه مو(حمام) دوشنبه:ماساژ خرگوشکسشنبه:روغن ترکیبی (حمام)چهارشنبه:ماساژ خرگوشکپنج شنبه:ماسک سیرو پیاز(حمام)جمعه:آب شنبل(حمام)25 خرداد تا 31 خردادشنبه:حنا(حمام)یکشنبه:روغن ترکیبی(حمام)دوشنبه:ماساژ چای سبز و سبوس سشنبه:ماسک سیروپیاز(حمام)چهارشنبه:روغن ترکیبی(حمام)پنج شنبه:آملا(حمام)جمعه:ماساژ چای سبز و سبوس
خانم هایی که ریزش مو دارن بیان!(2),1581043,روشنك0025195,852,رونیکا جون ممنون از این همه زحمت که می کشی یکسری هم سوال جواب بود که فاطی توی تاپیک گردآوری کرده بود سوال جواب بود صلاح دونستید اونام اضافه کنید بازم ممنون
خانم هایی که ریزش مو دارن بیان!(2),1581043,سما26514,4304,نه رونیکا جون...دو دوره مکمل استفاده کردم هر شب(یعنی ریجن و بعد ویتامین فر هیر)بعد الان شب در میون ریجن میخورم...شبی که ریجن نمیخورم کلسیم دی میخورم...و صبحی که کلسیوم دی میخورم ب کمپلکس میخورم و ظهری که ریجن میخورم ویتامین ث و فولایرون میخورم
خانم هایی که ریزش مو دارن بیان!(2) ,1581043,پوستvمو,26,سلاماگه دنبال روتین مناسب پوستی یا مشاوره رایگان پوست و مو هستید به این شماره تلفن در روبیکا پیامک بدهید09034595938هر کمکی از دستم بر بیاد انجام میدمریزش مو.شامپو مناسب.کرم تخصصی و... هر چی بگید
خانم هایی که ریزش مو دارن بیان!(2) ,1581043,sarina1232003,108,سلام به همگی بچه ها من رفتم دکتر واسه ریزش موهام ازمایشم دادم گفت هورمون مردانت بالاس یکم باید قرصای هورمونی بده ولی من چون قصد بارداری دارم گفت نباید الان مصرف کنی من میترسم سرم خالی خالی بشه بنظرتون چکار‌کنم
خانم هایی که ریزش مو دارن بیان!(2) ,1581043,sarina1232003,108,کسی اینجور بوده تا حالا
خانم هایی که ریزش مو دارن بیان!(2) ,1581043,,,بچه ها باورتون نمیشه! برای بچم از «داستان من» با اسم و عکس خودش کتاب سفارش دادم، امروز رسید خیلی جذذذابه، شما هم برید ببینید، خوندن همه کتابها با اسم بچه خودتون مجانیه، کودکتون قهرمان داستان میشه، اینجا میتونید مجانی بخونید و سفارش بدید.
خانم هایی که ریزش مو دارن بیان!(2) ,1581043,خداگونه,7086,اتفاقا بارداری باعث میشه موهات پر و ریزش قطعتنها دوره‌ای در عمرت که اصلاااا موهات نمیریزه🤩
خانم هایی که ریزش مو دارن بیان!(2) ,1581043,medarmaghan,13,خیلی حس بد و ناخوشایندی هستش ریزش مو😫شامپو و اینها هم هیچ فایده ای نداره؛اما روش های جدیدی اومده که با تزریق عوامل تحریک رشد مو،ریزش موهاتون کاملا قطع شده و موهای پرپشت و سالم خواهید داشت😍جهت مشاوره کاملا رایگان با شماره، 09913559471 تماس بگیرید
خانم هایی که ریزش مو دارن بیان!(2) ,1581043,medarmaghan,13,خیلی حس بد و ناخوشایندی هستش ریزش مو😫شامپو و اینها هم هیچ فایده ای نداره؛اما روش های جدیدی اومده که با تزریق عوامل تحریک رشد مو،ریزش موهاتون کاملا قطع شده و موهای پرپشت و سالم خواهید داشت😍جهت مشاوره کاملا رایگان با شماره، 09913559471 تماس بگیرید
